instance_id,num_customers,num_charging_stations,total_distance,total_energy,total_time,num_vehicles,charging_stops,computation_time,max_time
c10_5,10,10,513.7287475834299,130.33319073100523,20.5491499033372,4,0,0.0005328655242919922,8.275922668358598
c10_12,10,10,404.45158809161865,100.0334024736481,16.17806352366475,4,0,0.0004448890686035156,4.983222215117638
c10_8,10,10,453.44077424310507,113.05091171030276,18.137630969724203,4,0,0.0004930496215820312,6.047270919827347
c10_9,10,10,526.645286216272,132.89925035159578,21.065811448650877,4,0,0.0005748271942138672,6.942834590367802
c10_13,10,10,474.31136875425904,119.77990320723174,18.97245475017036,4,0,0.0005080699920654297,6.482948222438018
c10_4,10,10,462.8121470967542,116.16906307553688,18.512485883870166,4,0,0.0006480216979980469,7.6043356426812325
c10_18,10,10,533.7081086591699,133.54872979900213,21.348324346366795,4,0,0.00047779083251953125,8.316230506670106
c10_14,10,10,464.8777572665259,116.46166647424451,18.595110290661037,4,0,0.0005550384521484375,7.68387328607532
c10_3,10,10,504.639075590347,126.97132034895594,20.18556302361388,4,0,0.0004968643188476562,7.602719889107876
c10_19,10,10,539.8232963695059,134.5431314961404,21.592931854780232,4,0,0.006187915802001953,6.8286293473835595
c10_15,10,10,431.07382446156953,106.9684525763987,17.24295297846278,4,0,0.004646778106689453,6.0598302065896394
c10_20,10,10,464.97410278757417,117.81431131558855,18.598964111502966,4,0,0.0043430328369140625,7.920035834527293
c10_2,10,10,581.918515519331,146.31320817144803,23.27674062077324,4,0,0.006534099578857422,8.456068695149316
c10_1,10,10,489.4255922748152,123.0313783852553,19.577023690992604,4,0,0.004452705383300781,5.9733057524068105
c10_16,10,10,507.94087705703987,128.33383415749793,20.317635082281598,4,0,0.004637956619262695,8.854328980835682
c10_7,10,10,469.3414796927633,118.29346169348509,18.773659187710535,4,0,0.003668069839477539,6.981981200839659
c10_17,10,10,510.6168722906036,127.71555288754024,20.424674891624143,4,0,0.004396200180053711,7.11129494926748
c10_10,10,10,494.4710248582997,124.7198756257612,19.778840994331986,4,0,0.002637147903442383,7.858169975150686
c10_6,10,10,509.5283157864219,127.16610486822252,20.38113263145687,4,0,0.0021512508392333984,7.841190590929072
c10_11,10,10,458.79648047669934,114.62077145128367,18.351859219067972,4,0,0.005841970443725586,7.806313675014714
c20_16,20,10,678.9537888057957,173.55247785487853,27.15815155223183,4,0,0.0023910999298095703,9.232996700702243
c20_17,20,10,650.9726977552859,165.9363512808844,26.03890791021144,4,0,0.0033648014068603516,8.849798687202387
c20_20,20,10,598.7543790382852,151.77093537925117,23.950175161531405,4,0,0.0026009082794189453,7.177285137347168
c20_5,20,10,559.5975324830993,140.10162140865322,22.383901299323973,4,0,0.0013577938079833984,7.212494497354193
c20_11,20,10,608.6649150408069,154.3040518780453,24.346596601632278,4,0,0.0016112327575683594,8.160233301472639
c20_2,20,10,611.8529727085674,155.17652025833712,24.474118908342696,4,0,0.001734018325805664,8.653601550467755
c20_3,20,10,649.7146017530629,166.37768708615857,28.261311342849787,4,1,0.002256155014038086,12.748927866465156
c20_9,20,10,712.3127061268324,182.7235649456087,30.76523551780057,4,1,0.001352071762084961,14.720884209163065
c20_10,20,10,652.9580132266044,167.3410557207205,28.39104780179145,4,1,0.0006542205810546875,13.117552068751626
c20_4,20,10,685.42888566209,173.88143177758337,27.4171554264836,4,0,0.005491971969604492,8.661080570313581
c20_6,20,10,598.7395072268632,153.21902662625195,26.2223075618018,4,1,0.0006480216979980469,12.108042881707984
c20_7,20,10,713.1927998776487,181.81521759467864,30.800439267833227,4,1,0.0007419586181640625,13.32180385187664
c20_15,20,10,578.6181138068986,148.87077126845847,23.144724552275942,4,0,0.0005869865417480469,8.44588697060955
c20_13,20,10,675.7665560378584,172.20651660096487,27.030662241514342,4,0,0.0005681514739990234,8.805424032874344
c20_12,20,10,663.0800809563113,168.42294658476533,26.523203238252453,4,0,0.0006811618804931641,8.945863121275181
c20_19,20,10,643.0136995947317,164.3815141414196,27.99327525651654,4,1,0.0006389617919921875,11.739744088601464
c20_8,20,10,591.9875267676015,151.47027987589777,23.67950107070406,4,0,0.004431962966918945,8.373333965488037
c20_1,20,10,639.9055091213195,164.15784929643533,27.868947637580057,4,1,0.0009090900421142578,12.366767284732614
c20_18,20,10,661.3358954627586,170.19608087162945,28.726163091237616,4,1,0.0021181106567382812,12.595884823084342
c20_14,20,10,711.9145394012138,181.00540629654813,30.749308848775826,4,1,0.0025510787963867188,13.187307630530285
