instance_id,num_customers,num_charging_stations,total_distance,total_energy,total_time,num_vehicles,charging_stops,computation_time,max_time
c10_18,10,10,490.23612280810073,121.56733689611717,19.60944491232403,4,0,6.130131006240845,4.979273119293446
c10_14,10,10,477.5306785842887,118.39411754635923,19.10122714337155,4,0,6.204612970352173,5.107072017950112
c10_12,10,10,386.28158567627224,95.57157532135645,15.451263427050893,4,0,6.244077920913696,4.51608825894026
c10_5,10,10,493.7315022346779,122.631025785338,19.749260089387114,4,0,6.2588210105896,5.470362985814889
c10_3,10,10,468.01112254728093,116.04173602491204,18.72044490189124,4,0,6.156713008880615,4.892911041199132
c10_8,10,10,408.7362577346778,101.42438778496404,16.349450309387116,4,0,6.264214992523193,4.351281311978773
c10_15,10,10,384.1568518758825,95.90766243788782,15.366274075035303,4,0,6.127407073974609,4.7230508678833605
c10_16,10,10,472.00855192304607,116.68630554243077,18.880342076921842,4,0,6.127787113189697,4.768056895087071
c10_2,10,10,532.1982934737578,131.41653016765994,21.287931738950313,4,0,6.152250051498413,5.806262479797385
c10_20,10,10,427.59156675849596,105.33647704844385,17.10366267033984,4,0,6.1304237842559814,4.781169919162115
c10_1,10,10,500.9357355260846,124.3970412387277,20.037429421043385,4,0,6.130420923233032,5.181474487906415
c10_4,10,10,505.1681232469484,125.42171500409114,20.206724929877936,4,0,6.262430906295776,5.255689147479564
c10_13,10,10,447.6210994086842,110.89843592215126,17.904843976347365,4,0,6.263808012008667,4.930357459408612
c10_9,10,10,454.33962891459134,113.1894874728676,18.173585156583655,4,0,6.277374982833862,5.001182568375906
c10_19,10,10,522.9659589934338,129.83669838560107,20.91863835973735,4,0,6.148622274398804,5.544698802113384
c10_11,10,10,453.2500481319463,112.56185296958594,18.130001925277853,4,0,1.6820757389068604,4.701564205296589
c20_16,20,10,716.0166993789067,181.37077658956582,28.64066797515627,4,0,4.824096202850342,8.305173488650814
c20_9,20,10,805.0356589164597,204.50886818373286,32.201426356658395,4,0,5.24000883102417,8.16716716857087
c20_4,20,10,644.6675256074975,163.2366179154498,25.786701024299898,4,0,5.352740049362183,6.661253677260488
c20_11,20,10,622.263081628934,156.25432102459138,24.890523265157356,4,0,5.569454193115234,6.6670556340607074
c20_2,20,10,571.3923282465192,144.36119177139454,22.855693129860768,4,0,5.706892013549805,5.843982794670759
c20_3,20,10,653.2819705287154,165.57601117350748,26.13127882114862,4,0,5.777340888977051,6.671052236134664
c10_10,10,10,464.69489887487094,115.07107251609798,18.58779595499484,4,0,6.4323132038116455,5.027429142979232
c10_17,10,10,504.02424023719334,124.92220829478174,20.16096960948773,4,0,6.5470640659332275,5.171350295438163
c10_6,10,10,484.2836709257916,120.1770912737123,19.371346837031666,4,0,6.5588202476501465,5.229633363535074
c10_7,10,10,444.9474409924387,110.69535634472848,17.79789763969755,4,0,6.637095928192139,4.633954191976548
c20_8,20,10,562.7023409715804,142.43566083643051,22.508093638863215,4,0,5.508700847625732,5.993953447221596
c20_20,20,10,595.5838178382237,150.02079039139406,23.823352713528948,4,0,8.734033107757568,6.243216877380338
c20_10,20,10,613.5050914620823,155.145767797372,24.540203658483293,4,0,9.228625297546387,6.181001785037382
c20_17,20,10,601.6223216753133,151.01484196408575,24.06489286701253,4,0,9.886976957321167,6.2841680208553345
c20_1,20,10,689.137933882422,174.57618897537964,27.565517355296883,4,0,5.620471954345703,7.106104112316996
c20_5,20,10,554.3500376573734,139.32740473961783,22.174001506294932,4,0,11.352021932601929,5.7135293350793335
c20_13,20,10,566.3096703597762,142.66935250056056,22.652386814391047,4,0,6.822633981704712,6.1409122293613585
c20_15,20,10,614.4010424702556,155.9713158769122,24.576041698810222,4,0,6.423347234725952,6.481390548413996
c20_6,20,10,580.722314307001,146.95628505924174,23.228892572280046,4,0,8.117257118225098,5.8483731385392375
c20_7,20,10,697.8901708444992,176.2643206729858,27.915606833779968,4,0,9.233560800552368,6.998645650199615
c20_12,20,10,615.7536612272119,155.30156814515558,24.63014644908848,4,0,9.621132135391235,6.429723477745508
c20_18,20,10,635.9177014023351,159.90635261776833,25.436708056093398,4,0,9.054420948028564,6.537272339247487
c20_19,20,10,600.2839759162335,150.8581567023075,24.01135903664934,4,0,9.455427169799805,6.26073206161219
c20_14,20,10,608.9054945018463,153.0374744115156,24.356219780073857,4,0,11.482418298721313,6.258275309937132
c50_7,50,10,1110.7359557376574,284.47668173473943,44.42943822950629,8,0,12.549046993255615,6.745700029523911
c50_6,50,10,1347.1135053125347,345.03125999059586,53.88454021250139,8,0,14.202319145202637,7.486450235766752
c50_20,50,10,1299.9645159620513,331.9765981744311,51.99858063848206,8,0,13.557295799255371,7.336817730873469
c50_17,50,10,1306.6984472319402,333.9235198102781,52.267937889277604,8,0,13.272845029830933,6.7417540451555755
c50_10,50,10,1245.1515971668261,318.38196114280726,49.806063886673044,8,0,18.28703784942627,6.944973144801388
c50_18,50,10,1218.4792395031113,311.4669833218286,48.739169580124454,8,0,15.723161935806274,6.598259315293641
c50_11,50,10,1285.8654201776365,329.1831549737804,51.434616807105456,8,0,19.74415612220764,7.023649574248209
c50_15,50,10,1269.5316681321308,324.1920833531152,50.781266725285235,8,0,13.173367977142334,6.9333569411189995
c50_1,50,10,1216.658323470002,311.3502148727308,48.66633293880008,8,0,18.630944967269897,6.678203307878536
c50_16,50,10,1266.959319737875,322.99427693172913,50.67837278951501,8,0,19.708779096603394,6.94796634923099
c50_3,50,10,1244.0524948447674,319.7392028020009,49.76209979379069,8,0,17.990160942077637,6.976252587605264
c50_14,50,10,1239.3106288062704,314.63799291550555,49.572425152250815,8,0,19.18381905555725,6.661976617164397
c50_2,50,10,1304.5230982728028,333.3604617751884,52.180923930912115,8,0,18.143805027008057,7.095684566905341
c50_12,50,10,1315.335761447668,336.51795532614926,52.613430457906716,8,0,15.843293190002441,7.267938210145444
c50_19,50,10,1186.521958414061,302.84881548660474,47.460878336562445,8,0,18.891489028930664,6.515026840102664
c50_5,50,10,1272.0481752156522,323.59697152702216,50.88192700862609,8,0,18.142323970794678,6.617384165668892
c50_9,50,10,1244.007521257301,317.7339245677489,49.76030085029205,8,0,17.65197515487671,6.724181556724271
